transaction_amount,transaction_hour,transaction_frequency,unusual_location,account_age_days,login_frequency,support_contacts,notifications_opted_out,payment_method_credit_card,payment_method_mobile_payment
-0.21882859073362812,-0.3035764191241366,-0.8193826922031685,0,0.12120231711371963,-0.7738955860407456,-0.7593626999359363,0,0,0
-0.5599921353828718,0.4921677987635082,-0.4648634094759998,0,0.6954253631665087,-0.16876437193416788,-0.7593626999359363,0,1,0
3.4715208341433312,-1.7359160113218972,1.3077330041598434,0,-0.7315475220410868,0.5036036437398074,-0.3911422126352035,1,0,0
-0.5219778676899786,0.969614329496095,-0.553493230157792,0,-0.983366266489486,0.43636684217240984,-0.3911422126352035,0,0,0
3.291992632705009,-1.0993206370117814,3.1689592384774787,0,1.0922306574488347,-1.3117899985799257,0.713519249266995,0,1,0
-0.6062068282154874,-0.3035764191241366,-0.19897394743062333,0,-1.2218309866110761,-1.3117899985799257,0.34529876196626214,0,0,0
0.7689126068552782,-1.4176183241668392,3.257589059159271,0,1.2925410223509703,-1.1773163954451307,0.34529876196626214,0,0,1
-0.2694803495021651,0.4921677987635082,-0.37623358879420765,0,-0.8689032008311227,1.1759716594137826,-0.7593626999359363,0,0,1
-0.4071299814091738,0.969614329496095,-0.2876037681124155,1,1.055984019990353,1.6466292703855652,-0.7593626999359363,0,0,1
-0.27948534819969345,-0.46272526270166553,-0.37623358879420765,0,0.262373431425701,-0.6394219829059505,-0.3911422126352035,0,1,0
-0.45935597963855235,-0.46272526270166553,-0.19897394743062333,0,0.4149908523035187,0.5036036437398074,-0.3911422126352035,1,0,1
-0.5851632022126397,1.2879120166511528,-0.8193826922031685,0,1.5701139565725013,1.7138660719529628,-0.7593626999359363,0,1,0
-0.41414720441876485,0.969614329496095,-0.19897394743062333,1,-0.753486276292273,1.5793924688181677,-0.3911422126352035,0,1,0
-0.24415148309563386,-0.46272526270166553,-0.6421230508395841,0,-1.44884940016683,-0.30323797506896294,-0.7593626999359363,0,0,0
2.7325029777518286,-1.4176183241668392,1.041843542114467,1,-1.6777755314835565,0.16741963590281972,-0.3911422126352035,0,0,1
-0.2099067069458,1.2879120166511528,-0.6421230508395841,0,0.6277013826519771,0.03294603276802468,-0.7593626999359363,0,0,1
-0.31725495656779124,-0.6218741062791945,-0.19897394743062333,0,-1.2466313175037216,-0.437711578203758,-0.7593626999359363,0,1,0
0.16403672980296305,-1.0993206370117814,0.9532137214326748,1,-1.7035297212566882,0.5036036437398074,-0.7593626999359363,0,0,0
0.9832281108364986,-1.0993206370117814,3.3462188798410635,1,-1.647252047307993,1.6466292703855652,-0.3911422126352035,0,1,0
-0.32825594682482034,0.33301895518597924,-0.11034412674883116,0,-0.46351317662441943,-0.03429076879937284,-0.7593626999359363,0,0,0
-0.3742336539871296,-0.7810229498567234,-0.02171430606703901,0,-1.5337428405301161,-1.2445531970125283,1.4499602238684606,1,0,1
-0.4002294967789165,-0.6218741062791945,-0.2876037681124155,0,1.7055619176015646,-0.10152757036677036,-0.3911422126352035,1,0,0
0.9591687603416469,-1.5767671677443682,3.4348487005228554,0,1.3669420150289067,0.3691300406050123,-0.7593626999359363,1,0,1
-0.4948204066040567,0.969614329496095,-0.2876037681124155,0,-0.2412640574710974,1.0414980562789875,-0.3911422126352035,0,1,0
-0.5333052731106875,0.4921677987635082,-0.553493230157792,0,-0.8927496728432817,0.7725508500093974,-0.7593626999359363,1,0,1
-0.23015483753596652,0.17387011160845028,-0.4648634094759998,0,0.20514189859651938,-1.0428427923103356,0.34529876196626214,1,0,0
-0.27427481634655465,0.6513166423410371,-0.7307528715213762,0,-1.150291570574599,0.97426125471159,-0.7593626999359363,0,0,0
-0.2749618872277279,-0.9401717934342524,-0.02171430606703901,0,-0.7220089332362232,-0.572185181338553,-0.7593626999359363,1,1,0
2.897020852711955,-1.4176183241668392,0.8645839007508827,0,-0.06575402346160705,-1.0428427923103356,0.34529876196626214,0,0,1
-0.4564289526188354,0.6513166423410371,-0.02171430606703901,0,-1.1254912396819536,0.16741963590281972,-0.3911422126352035,0,0,1
-0.4092642338466708,1.4470608602286819,-0.19897394743062333,0,-1.2704777895158805,1.7138660719529628,-0.3911422126352035,0,0,0
-0.41646867295565293,0.6513166423410371,-0.11034412674883116,0,0.16984912001852404,-0.8411323876081431,-0.3911422126352035,0,0,1
-0.5328133662426521,0.6513166423410371,-0.7307528715213762,0,-0.5398218870633282,1.51215566725077,-0.7593626999359363,0,0,1
-0.4792017976384057,-0.9401717934342524,-0.553493230157792,0,-1.2762009427987986,-1.4462636017147208,0.34529876196626214,1,1,0
-0.5956937856225876,0.014721268030921325,-0.7307528715213762,0,-1.4221413515132117,0.5708404453072049,-0.3911422126352035,0,0,0
-0.24108897759975606,0.6513166423410371,-0.553493230157792,0,-0.6809930013753096,-0.9756059907429382,2.1864011984699263,1,1,0
-0.3738153731885168,1.2879120166511528,-0.6421230508395841,0,-0.17449393583705217,-0.16876437193416788,-0.3911422126352035,0,1,0
-0.19665543663374244,1.2879120166511528,-0.6421230508395841,0,1.3087566233192385,-0.2360011735015654,-0.3911422126352035,0,0,1
-0.3076641829055972,1.128763173073624,-0.2876037681124155,0,0.5409002245277182,-0.7738955860407456,-0.3911422126352035,0,0,0
-0.23873575767364957,-0.14442757554660762,-0.37623358879420765,0,1.5519906378432606,-0.7738955860407456,-0.7593626999359363,0,0,1
-0.5022185110790669,0.014721268030921325,-0.02171430606703901,0,-1.08447530782104,0.23465643747021725,-0.7593626999359363,0,0,0
-0.5417313454740462,0.810465485918566,-0.37623358879420765,0,0.9806291684319305,-1.4462636017147208,2.554621685770659,1,0,1
-0.6342142023938933,1.6062097038062109,-0.4648634094759998,0,-0.729639804280114,0.97426125471159,-0.7593626999359363,0,0,0
-0.4196256060266016,0.6513166423410371,-0.7307528715213762,0,-1.4793728843423934,1.4449188656833727,-0.7593626999359363,0,0,1
-0.5177635592933001,1.128763173073624,-0.6421230508395841,0,-0.1439704516614886,-1.1100795938777333,0.34529876196626214,0,1,0
-0.6357579934600867,0.17387011160845028,-0.7307528715213762,0,-0.09436978987619786,-0.437711578203758,-0.3911422126352035,0,0,1
0.18989901751482155,-1.5767671677443682,3.3462188798410635,0,-1.2199232688501034,1.3104452625485776,-0.7593626999359363,1,1,0
-0.3522525772967927,0.33301895518597924,-0.6421230508395841,1,1.2353094895217889,-0.16876437193416788,-0.3911422126352035,0,0,1
-0.3651936908694795,1.128763173073624,-0.8193826922031685,0,-0.134431862856625,0.5708404453072049,-0.3911422126352035,0,0,0
-0.23013865579936507,0.810465485918566,-0.8193826922031685,0,1.5252825891896424,-0.7066587844733481,-0.7593626999359363,0,0,1
2.94588354389381,-1.7359160113218972,0.15554533529654532,0,1.66740756238211,1.377682064115975,-0.3911422126352035,1,1,0
3.540905409576406,-1.7359160113218972,0.7759540800690904,0,-0.30135716694173814,-1.3790268001473234,1.8181807111691932,0,0,0
-0.25479114968304944,1.6062097038062109,-0.7307528715213762,0,1.1399236014731529,1.7138660719529628,-0.7593626999359363,0,0,1
-0.2502202651130483,0.33301895518597924,-0.7307528715213762,0,1.3755267449532838,-0.10152757036677036,-0.7593626999359363,0,0,1
-0.2355389133240199,-0.7810229498567234,-0.7307528715213762,0,-1.1884459257940534,0.8397876515767949,-0.7593626999359363,0,0,0
-0.5400141494648705,-0.6218741062791945,-0.8193826922031685,0,-0.016153361676316296,0.23465643747021725,-0.7593626999359363,0,1,0
-0.5058767646317381,-0.14442757554660762,-0.2876037681124155,0,1.037860701261112,1.377682064115975,-0.7593626999359363,0,0,1
-0.2843903525115858,0.014721268030921325,-0.11034412674883116,0,-0.09436978987619786,-0.10152757036677036,-0.3911422126352035,0,0,1
-0.43797471539828003,-0.46272526270166553,-0.8193826922031685,0,0.30529708104758724,-0.437711578203758,-0.3911422126352035,0,1,0
-0.27608520467850456,-0.3035764191241366,-0.37623358879420765,0,-0.401512349392806,-0.572185181338553,-0.3911422126352035,1,1,0
-0.38479233320262735,0.33301895518597924,-0.8193826922031685,0,-0.7735173127824866,-0.8411323876081431,-0.3911422126352035,0,1,0
-0.5009079506039726,1.4470608602286819,-0.8193826922031685,0,1.0359529835001395,0.6380772468746024,-0.7593626999359363,0,0,0
-0.3173819792338535,-0.6218741062791945,-0.6421230508395841,0,-1.4927269086692025,0.03294603276802468,-0.3911422126352035,0,0,1
-0.5949730286411431,-0.3035764191241366,-0.553493230157792,0,0.4493297720010277,-0.6394219829059505,-0.3911422126352035,0,1,0
-0.5469711610464045,1.6062097038062109,-0.37623358879420765,0,1.1599546379633663,0.3018932390376148,-0.3911422126352035,0,1,0
-0.3535692525536237,-0.9401717934342524,-0.11034412674883116,0,1.275371562502216,0.8397876515767949,-0.3911422126352035,0,1,0
-0.26405948977558913,0.33301895518597924,-0.19897394743062333,0,0.14314107136490592,-0.9083691891755407,2.554621685770659,1,0,1
-0.26135597799190446,0.33301895518597924,-0.11034412674883116,0,-0.5293294393779783,-1.2445531970125283,1.4499602238684606,1,0,0
-0.3379159591359152,1.2879120166511528,-0.02171430606703901,0,0.7164102585372086,-0.9756059907429382,1.4499602238684606,1,0,1
0.44541074999959024,-1.5767671677443682,1.9281417489323887,0,1.7246390952112918,-0.7738955860407456,-0.7593626999359363,0,0,0
-0.224933234959843,1.4470608602286819,-0.2876037681124155,0,0.4226217233474096,0.6380772468746024,-0.3911422126352035,0,1,0
-0.6109032467029603,-0.3035764191241366,-0.553493230157792,0,0.9415209543319898,1.7811028735203602,-0.7593626999359363,0,0,0
0.7882396097399428,-1.5767671677443682,1.2191031834780512,1,-1.5986052444031886,1.0414980562789875,-0.7593626999359363,0,0,1
-0.6245417539645373,-0.3035764191241366,-0.02171430606703901,1,-0.21932530321991112,1.5793924688181677,-0.7593626999359363,0,0,0
-0.3766518400404979,0.6513166423410371,-0.11034412674883116,0,-1.393525585098621,-0.16876437193416788,-0.7593626999359363,0,0,0
-0.4720320776540236,0.4921677987635082,-0.2876037681124155,0,0.9434286720929624,1.24320846098118,-0.3911422126352035,0,0,1
-0.4006000496337599,0.810465485918566,-0.2876037681124155,0,-1.5337428405301161,-0.6394219829059505,-0.7593626999359363,0,0,1
-0.30526893637198066,-0.14442757554660762,-0.553493230157792,0,0.1927417331501967,1.0414980562789875,-0.7593626999359363,0,0,0
-0.2037336454578591,-0.14442757554660762,-0.8193826922031685,0,-0.7964099259141593,-0.2360011735015654,-0.7593626999359363,1,0,0
-0.3875350623471398,-0.3035764191241366,-0.2876037681124155,0,0.600993333998359,1.7811028735203602,-0.7593626999359363,1,0,1
-0.5605900347038969,0.969614329496095,-0.2876037681124155,0,0.061109207643078915,0.1001828343354222,-0.7593626999359363,0,0,0
-0.5295121409007882,0.17387011160845028,-0.19897394743062333,0,-1.5013116385935799,0.3018932390376148,-0.3911422126352035,0,0,1
-0.2904837157789256,1.4470608602286819,-0.553493230157792,0,-0.24507949299304285,1.7811028735203602,-0.7593626999359363,0,1,0
-0.6322657853583658,0.6513166423410371,-0.11034412674883116,0,-0.42154338588301954,0.9070244531441924,-0.7593626999359363,0,1,0
-0.3914243958237263,1.4470608602286819,-0.2876037681124155,1,0.12597161151615144,-0.6394219829059505,-0.3911422126352035,0,0,1
-0.5617703954772593,0.810465485918566,-0.553493230157792,0,0.6372399714568407,-1.3790268001473234,1.0817397365677277,1,1,0
-0.6137039723076416,0.6513166423410371,-0.6421230508395841,0,0.5952701807154408,1.51215566725077,-0.3911422126352035,0,0,1
0.0061308693769170156,-1.7359160113218972,2.016771569614181,0,-1.602420679925134,-0.10152757036677036,-0.3911422126352035,0,1,0
-0.12937468694035736,-1.0993206370117814,0.6873242593872982,0,0.031539582348001735,-1.0428427923103356,2.554621685770659,0,0,1
-0.5601576034398599,1.128763173073624,-0.8193826922031685,0,-0.9185038626164135,1.1087348578463851,-0.7593626999359363,0,0,1
-0.40623286875510406,0.17387011160845028,-0.02171430606703901,0,-0.4806826364731739,-1.3790268001473234,1.8181807111691932,0,0,1
-0.3829702460025179,1.128763173073624,-0.553493230157792,0,-0.016153361676316296,0.1001828343354222,-0.3911422126352035,0,1,0
-0.22621803140080243,0.4921677987635082,-0.37623358879420765,0,0.014370122499247245,-0.7738955860407456,-0.7593626999359363,0,0,1
-0.25452376663794957,0.4921677987635082,-0.11034412674883116,0,0.727856565103045,0.16741963590281972,-0.3911422126352035,0,0,1
-0.2286767974849748,0.4921677987635082,-0.8193826922031685,0,1.4308505600214927,-0.9083691891755407,2.1864011984699263,1,0,1
-0.47659681078969074,0.33301895518597924,-0.8193826922031685,0,0.6238859471300316,0.7053140484419999,-0.7593626999359363,0,0,0
-0.21436703766959658,1.2879120166511528,-0.8193826922031685,0,1.2057398642267116,1.5793924688181677,-0.3911422126352035,0,0,1
-0.4680237886089464,1.6062097038062109,-0.7307528715213762,0,1.196201275421848,0.5036036437398074,-0.3911422126352035,0,1,0
-0.40606984319353073,-0.14442757554660762,-0.19897394743062333,0,-0.5379141693023556,1.7138660719529628,-0.3911422126352035,0,1,0
1.702690010653473,-1.0993206370117814,0.6873242593872982,0,-1.4202336337522392,-1.0428427923103356,2.1864011984699263,0,0,0
2.688948715206533,-1.7359160113218972,2.3712908523413496,0,-0.6857622957777414,0.7053140484419999,-0.3911422126352035,1,1,0
-0.38190229391581376,-0.7810229498567234,-0.553493230157792,0,-0.2097867144150475,-0.37047477663636047,-0.3911422126352035,0,0,1
-0.2926545595760999,0.969614329496095,-0.8193826922031685,0,1.696023328796701,0.43636684217240984,-0.3911422126352035,0,0,1
-0.47180822440591524,0.014721268030921325,-0.2876037681124155,0,0.624839806010518,0.5036036437398074,-0.7593626999359363,0,0,0
-0.570997826478057,0.4921677987635082,-0.37623358879420765,0,0.2795428912744555,1.3104452625485776,-0.3911422126352035,0,0,1
-0.208559364408237,-0.46272526270166553,-0.2876037681124155,0,-0.3128034735075744,-0.03429076879937284,-0.7593626999359363,0,1,0
-0.4735263542305768,0.17387011160845028,-0.02171430606703901,0,-1.0739828601356902,-0.7738955860407456,-0.7593626999359363,0,0,0
-0.37339556571643895,-0.7810229498567234,-0.02171430606703901,0,-0.9251808747798179,-0.10152757036677036,-0.3911422126352035,0,1,0
-0.41947598353922516,-0.6218741062791945,-0.37623358879420765,0,-0.13633958061759774,-1.4462636017147208,1.4499602238684606,1,0,0
-0.213632905091227,-0.14442757554660762,-0.02171430606703901,0,-0.6218537507851553,-0.437711578203758,-0.3911422126352035,0,0,1
-0.5725315046025238,-0.14442757554660762,-0.7307528715213762,0,-0.8727186363530681,-0.37047477663636047,-0.7593626999359363,0,0,1
-0.2687652107378555,-0.46272526270166553,-0.4648634094759998,0,-1.6033745388056204,-0.9083691891755407,1.8181807111691932,0,1,0
-0.6086848336783025,0.6513166423410371,-0.02171430606703901,0,-1.3706329719669483,-1.3117899985799257,2.1864011984699263,1,1,0
-0.620553690001816,-0.6218741062791945,-0.4648634094759998,0,-0.20597127889310204,1.24320846098118,-0.3911422126352035,0,0,1
-0.4535582502515713,0.17387011160845028,-0.02171430606703901,0,0.5990856162373863,0.03294603276802468,-0.7593626999359363,0,0,0
-0.1264266866191327,-1.0993206370117814,2.2826610316595572,0,0.6897022098835905,-1.1773163954451307,0.713519249266995,0,0,0
-0.623671866312665,-0.9401717934342524,-0.11034412674883116,0,0.12215617599420599,1.377682064115975,-0.7593626999359363,0,0,0
-0.5509244582801205,-0.14442757554660762,-0.11034412674883116,0,0.4655453729692958,1.0414980562789875,-0.7593626999359363,0,0,1
-0.5224993835469371,0.33301895518597924,-0.37623358879420765,0,1.4842666573287289,1.6466292703855652,-0.7593626999359363,0,0,1
-0.1992655523972439,0.33301895518597924,-0.02171430606703901,0,-0.869857059711609,1.51215566725077,-0.7593626999359363,0,0,0
2.202409861096222,-1.5767671677443682,1.484992645523428,0,-1.205615385642808,0.1001828343354222,-0.7593626999359363,1,0,1
-0.49967728898622216,-0.9401717934342524,-0.2876037681124155,0,-1.2075231034037808,1.3104452625485776,-0.7593626999359363,0,0,0
-0.5510113031737527,0.4921677987635082,-0.02171430606703901,0,-1.0062588796211587,0.1001828343354222,-0.7593626999359363,0,0,0
0.10754469257665243,-1.4176183241668392,2.3712908523413496,0,0.436929606554705,-1.0428427923103356,0.34529876196626214,0,0,0
-0.41330473922215777,-0.9401717934342524,-0.553493230157792,0,-0.2651105294832564,0.23465643747021725,-0.3911422126352035,0,0,0
-0.575002616065707,0.4921677987635082,-0.02171430606703901,0,0.1440949302453923,1.377682064115975,-0.3911422126352035,0,1,0
-0.5887519576177995,-0.9401717934342524,-0.8193826922031685,0,1.1017692462536983,-0.7066587844733481,-0.7593626999359363,0,0,1
-0.4642767672713317,-0.6218741062791945,-0.553493230157792,0,1.5233748714286697,0.7725508500093974,-0.3911422126352035,0,1,0
-0.41802374022994965,0.4921677987635082,-0.4648634094759998,0,1.4833127984482426,1.7811028735203602,-0.7593626999359363,1,0,0
2.374546303409843,-1.7359160113218972,1.2191031834780512,0,1.6349763604455738,1.7811028735203602,-0.3911422126352035,1,0,1
2.3469717652576803,-1.2584694805893102,2.81443995575031,0,-0.5379141693023556,-1.1773163954451307,1.4499602238684606,0,0,0
-0.45054385950430514,0.4921677987635082,-0.37623358879420765,0,-0.6485617994387733,-0.2360011735015654,-0.3911422126352035,0,0,1
-0.41583561355665266,-0.3035764191241366,-0.2876037681124155,1,1.4728203507628925,1.5793924688181677,-0.3911422126352035,0,0,0
1.6960727967340383,-1.0993206370117814,1.3963628248416355,0,1.6368840782065466,-0.9083691891755407,2.1864011984699263,0,0,0
-0.24100133011219105,1.6062097038062109,-0.8193826922031685,0,-0.914688427094468,0.6380772468746024,-0.3911422126352035,0,1,0
-0.6070419619137097,-0.9401717934342524,-0.553493230157792,0,-0.740132251965464,1.377682064115975,-0.3911422126352035,0,0,1
-0.37648318408360215,-0.14442757554660762,-0.37623358879420765,0,-0.4778210598317148,1.1759716594137826,-0.7593626999359363,0,0,1
-0.1957572175636117,-0.6218741062791945,-0.6421230508395841,0,-0.8297949867311819,-0.7066587844733481,-0.7593626999359363,0,1,0
-0.42398468556300245,0.014721268030921325,-0.11034412674883116,0,-1.5060809329960116,0.1001828343354222,-0.7593626999359363,1,0,0
3.149401058816572,-1.0993206370117814,3.1689592384774787,1,0.6658557378714315,1.377682064115975,-0.3911422126352035,1,0,1
-0.5470287372757918,0.4921677987635082,-0.4648634094759998,0,0.8117961465858448,0.8397876515767949,-0.7593626999359363,0,1,0
0.2455136195371433,-1.0993206370117814,2.3712908523413496,0,-0.14778588718343405,-1.1100795938777333,1.0817397365677277,0,0,1
-0.49441569696226056,1.2879120166511528,-0.37623358879420765,0,0.624839806010518,1.7811028735203602,-0.3911422126352035,0,0,0
3.4093857149680007,-1.5767671677443682,2.81443995575031,0,0.6887483510031042,-1.0428427923103356,1.8181807111691932,0,1,0
0.28886408207386377,-1.0993206370117814,1.2191031834780512,0,1.3545418495825838,-1.1773163954451307,1.0817397365677277,1,0,0
-0.5290542361964946,-0.6218741062791945,-0.02171430606703901,0,-1.1378914051282765,1.3104452625485776,-0.7593626999359363,0,0,1
-0.6203855152481974,-0.9401717934342524,-0.2876037681124155,0,0.5017920104277775,-0.7738955860407456,-0.7593626999359363,0,0,1
-0.5213150726715916,0.014721268030921325,-0.4648634094759998,0,-0.7821020427068639,1.1087348578463851,-0.7593626999359363,0,0,1
-0.3728536172819855,-0.9401717934342524,-0.4648634094759998,0,-0.09246207211522514,-0.7738955860407456,-0.3911422126352035,0,0,1
-0.3680613272522022,-0.6218741062791945,-0.6421230508395841,0,-1.3649098186840303,0.7725508500093974,-0.7593626999359363,0,0,0
2.0107540887571584,-1.2584694805893102,0.7759540800690904,0,-1.599559103283675,0.7053140484419999,-0.3911422126352035,0,0,0
-0.34043032781927574,1.128763173073624,-0.553493230157792,0,1.230540195119357,-0.437711578203758,-0.7593626999359363,0,1,0
-0.33542494637146647,0.969614329496095,-0.553493230157792,0,1.5357750368749925,-0.2360011735015654,-0.3911422126352035,1,1,0
